2021-05-24 16:44:43,687 - while
2021-05-24 16:44:43,688 - status : standby
2021-05-24 16:44:44,452 - target_ticker KRW-CRE is found.
2021-05-24 16:44:46,693 - buy : 173739  ticker : KRW-CRE
2021-05-24 16:44:46,693 - while
2021-05-24 16:44:46,694 - status : bought
2021-05-24 16:45:06,120 - sell_list[ticker] : []
2021-05-24 16:45:06,866 - while
2021-05-24 16:45:06,866 - bought_list has KRW-CRE
2021-05-24 16:48:09,064 - ref_price 10.30000000 > check_price 10.30000000
2021-05-24 16:48:09,064 - stop_loss KRW-CRE
2021-05-24 16:48:19,781 - sell_market_order KRW-CRE  target_balance : 11925
2021-05-24 16:48:20,532 - while
2021-05-24 16:48:20,532 - status : standby
2021-05-24 16:49:00,826 - while
2021-05-24 16:49:00,827 - status : standby
2021-05-24 16:49:41,339 - while
2021-05-24 16:49:41,339 - status : standby
2021-05-24 16:50:21,535 - while
2021-05-24 16:50:21,535 - status : standby
2021-05-24 16:51:01,590 - while
2021-05-24 16:51:01,590 - status : standby
2021-05-24 16:51:41,627 - while
2021-05-24 16:51:41,627 - status : standby
2021-05-24 16:52:21,937 - while
2021-05-24 16:52:21,937 - status : standby
2021-05-24 16:53:02,134 - while
2021-05-24 16:53:02,134 - status : standby
2021-05-24 16:53:42,933 - while
2021-05-24 16:53:42,933 - status : standby
2021-05-24 16:54:23,314 - while
2021-05-24 16:54:23,314 - status : standby
2021-05-24 16:54:31,574 - target_ticker KRW-VET is found.
2021-05-24 16:54:33,699 - buy : 605028  ticker : KRW-VET
2021-05-24 16:54:33,699 - while
2021-05-24 16:54:33,699 - status : bought
2021-05-24 16:54:52,197 - sell_list[ticker] : []
2021-05-24 16:54:52,905 - while
2021-05-24 16:54:52,905 - bought_list has KRW-VET
2021-05-24 16:55:04,232 - ref_price 131.00000000 > check_price 131.00000000
2021-05-24 16:55:04,232 - stop_loss KRW-VET
2021-05-24 16:55:14,941 - sell_market_order KRW-VET  target_balance : 3218
2021-05-24 16:55:15,737 - while
2021-05-24 16:55:15,737 - status : standby
2021-05-24 16:55:56,133 - while
2021-05-24 16:55:56,133 - status : standby
2021-05-24 16:56:36,655 - while
2021-05-24 16:56:36,655 - status : standby
2021-05-24 16:57:16,786 - while
2021-05-24 16:57:16,786 - status : standby
2021-05-24 16:57:57,168 - while
2021-05-24 16:57:57,168 - status : standby
2021-05-24 16:58:37,521 - while
2021-05-24 16:58:37,521 - status : standby
2021-05-24 16:59:17,751 - while
2021-05-24 16:59:17,751 - status : standby
2021-05-24 16:59:58,023 - while
2021-05-24 16:59:58,023 - status : standby
